county,year,week,aqi,so2,co,o3,o3_8hr,pm10,pm2.5,no2,nox,no,co_8hr,pm2.5_avg,pm10_avg,so2_avg
Chiayi City,2021,46,67.5,3.4095238095238094,0.33875,30.91878787878788,30.375,45.577639751552795,22.41317365269461,12.979761904761904,15.242857142857144,2.2142857142857144,0.29107142857142854,22.089285714285715,44.61585365853659,2.9345238095238093
Chiayi City,2021,47,71.875,4.0193939393939395,0.39186746987951804,21.21212121212121,21.107142857142858,48.74096385542169,23.760479041916167,16.77791411042945,20.141104294478527,3.315950920245399,0.34226190476190477,23.80952380952381,48.50595238095238,3.5297619047619047
Chiayi City,2021,48,68.36309523809524,3.0136904761904764,0.34029761904761907,28.472289156626506,27.821428571428573,48.98203592814371,22.179640718562876,14.30297619047619,16.538095238095238,2.1857142857142855,0.29523809523809524,22.44047619047619,48.875,2.5654761904761907
Chiayi City,2021,49,70.51785714285714,2.9832335329341317,0.34874251497005987,29.164848484848484,28.321428571428573,46.04216867469879,23.538922155688624,14.165868263473053,17.067065868263473,2.855688622754491,0.2988095238095238,23.482142857142858,45.517857142857146,2.4285714285714284
Chiayi City,2021,50,84.79166666666667,3.506707317073171,0.4069277108433735,30.589999999999996,30.049689440993788,57.406060606060606,29.397590361445783,14.653374233128835,16.866871165644174,2.1668711656441717,0.35535714285714287,29.107142857142858,56.18452380952381,2.8214285714285716
Chiayi City,2021,51,69.43333333333334,3.8288590604026846,0.4110738255033557,18.526530612244898,17.533333333333335,35.57142857142857,22.65771812080537,16.88068965517241,20.502758620689654,3.583448275862069,0.3646666666666667,23.28,36.86666666666667,3.506666666666667
Chiayi City,2021,52,76.78616352201257,2.560126582278481,0.39449367088607595,22.718354430379748,21.72327044025157,43.86624203821656,26.53846153846154,15.624683544303796,18.6873417721519,3.0221518987341773,0.34402515723270444,26.10691823899371,42.55974842767296,2.0
Chiayi City,2022,1,85.28571428571429,3.281437125748503,0.412814371257485,22.544848484848487,21.75,47.21084337349398,29.293413173652695,17.465269461077842,20.59820359281437,3.0862275449101797,0.36607142857142855,29.297619047619047,47.142857142857146,2.744047619047619
Chiayi City,2022,2,100.39285714285714,3.3696428571428574,0.4855952380952381,25.934545454545454,25.589285714285715,56.365269461077844,35.74850299401198,16.637951807228916,20.071084337349397,3.386144578313253,0.4375,35.470238095238095,55.476190476190474,2.744047619047619
Chiayi City,2022,3,75.08928571428571,3.3508982035928145,0.3843712574850299,20.314545454545456,20.05952380952381,39.02424242424242,25.763636363636362,16.46566265060241,19.67710843373494,3.1698795180722894,0.3410714285714286,25.487951807228917,38.339285714285715,2.9285714285714284
Chiayi City,2022,4,80.18471337579618,2.167515923566879,0.3921794871794872,22.261935483870968,21.85987261146497,42.54838709677419,26.993548387096773,14.561538461538461,17.38910256410256,2.7762820512820516,0.34522292993630577,27.369426751592357,42.388535031847134,1.8407643312101911
Chiayi City,2022,5,53.791666666666664,1.6618181818181816,0.3089759036144578,29.59878787878788,28.785714285714285,27.704819277108435,17.451807228915662,8.956969696969697,10.18,1.176969696969697,0.2630952380952381,17.25595238095238,26.68452380952381,1.130952380952381
Chiayi City,2022,6,79.3975155279503,2.9701863354037266,0.37161490683229814,24.211392405063293,23.788819875776397,44.54716981132076,27.6375,13.86273291925466,15.992546583850933,2.087577639751553,0.32298136645962733,27.13664596273292,43.608695652173914,2.3975155279503104
Chiayi City,2022,7,65.63095238095238,2.934969325153374,0.3580120481927711,28.35818181818182,27.601190476190474,37.14545454545455,22.49044585987261,12.967701863354039,14.763354037267082,1.7577639751552796,0.3101190476190476,22.955128205128204,37.29761904761905,2.6011904761904763
Chiayi City,2022,8,67.05952380952381,2.7470238095238093,0.35458333333333336,23.462048192771082,22.821428571428573,35.47305389221557,22.964071856287426,15.335714285714285,17.79404761904762,2.4119047619047618,0.3,22.285714285714285,33.833333333333336,2.0476190476190474
Chiayi City,2022,9,116.76255707762557,2.783410138248848,0.4369302325581395,35.11079812206573,33.22831050228311,69.43778801843318,45.073059360730596,13.036405529953917,14.840552995391706,1.771889400921659,0.3972602739726027,45.136986301369866,68.70776255707763,2.319634703196347
Chiayi City,2022,10,69.55952380952381,2.6833333333333336,0.3057738095238095,37.38414634146341,37.291666666666664,43.98802395209581,22.293413173652695,11.449390243902439,13.179878048780488,1.681707317073171,0.2583333333333333,22.38095238095238,44.476190476190474,2.232142857142857
Chiayi City,2022,11,101.1547619047619,3.1714285714285717,0.4039506172839506,35.19316770186336,35.095238095238095,57.873493975903614,36.897590361445786,11.518181818181818,13.136363636363637,1.5772727272727274,0.35357142857142854,36.31547619047619,56.642857142857146,2.6488095238095237
